city,state,stars,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids,goodForGroups
Charlotte,NC,3.5,True,full_bar,average,BLANK,1,BLANK,BLANK,outdoor,FALSE,BLANK,BLANK,1
Phoenix,AZ,2.0,False,full_bar,BLANK,casual,2,FALSE,TRUE,BLANK,TRUE,BLANK,FALSE,1
Mount Holly,NC,2.0,True,full_bar,quiet,casual,2,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,1
Madison,WI,3.0,True,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,BLANK,FALSE,1
Edinburgh,EDH,3.5,True,full_bar,BLANK,casual,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,1
Sun Prairie,WI,3.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Montreal,QC,4.0,True,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montreal,QC,3.5,True,none,BLANK,casual,2,TRUE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,3.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,2.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,5.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,4.0,True,full_bar,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Madison,WI,3.5,True,full_bar,average,casual,1,FALSE,TRUE,outdoor,TRUE,BLANK,BLANK,1
Las Vegas,NV,3.5,True,full_bar,quiet,casual,1,FALSE,BLANK,yes,FALSE,BLANK,BLANK,1
Phoenix,AZ,3.5,True,none,quiet,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,0
Charlotte,NC,3.5,True,none,average,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Phoenix,AZ,2.5,True,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Verdun,QC,4.0,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Las Vegas,NV,4.5,True,beer_and_wine,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Charlotte,NC,3.0,True,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Montreal,QC,3.0,True,none,loud,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Pittsburgh,PA,4.0,True,full_bar,average,casual,2,BLANK,FALSE,BLANK,TRUE,BLANK,BLANK,1
Waterloo,ON,4.0,True,none,average,casual,2,TRUE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Madison,WI,4.0,True,full_bar,average,casual,2,BLANK,FALSE,BLANK,TRUE,TRUE,BLANK,1
Pittsburgh,PA,4.5,True,none,quiet,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Montral,QC,4.5,True,full_bar,average,casual,2,FALSE,BLANK,outdoor,TRUE,BLANK,BLANK,1
Urbana,IL,3.5,True,full_bar,loud,BLANK,1,BLANK,FALSE,outdoor,TRUE,BLANK,BLANK,1
Las Vegas,NV,1.5,True,none,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,0
Las Vegas,NV,4.0,True,none,quiet,casual,1,TRUE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Phoenix,AZ,2.0,True,none,BLANK,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Saint-Leonard,QC,3.5,True,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1
Peoria,AZ,2.0,True,none,BLANK,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Pittsburgh,PA,4.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,3.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Scottsdale,AZ,4.5,False,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Longueuil,QC,3.0,True,none,loud,BLANK,BLANK,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,1
Scottsdale,AZ,3.5,False,full_bar,average,dressy,2,BLANK,FALSE,outdoor,TRUE,BLANK,BLANK,1
Henderson,NV,3.5,False,none,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,TRUE,0
Edinburgh,EDH,4.5,True,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,TRUE,TRUE,1
Champaign,IL,3.0,True,full_bar,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,3.0,True,beer_and_wine,average,casual,1,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Phoenix,AZ,3.0,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Tempe,AZ,3.0,False,beer_and_wine,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Chandler,AZ,5.0,True,none,quiet,casual,1,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,0
Charlotte,NC,3.0,True,none,loud,casual,2,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,0
Glendale,AZ,4.5,True,none,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Urbana,IL,4.5,True,full_bar,average,casual,2,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,0
Chandler,AZ,3.5,True,none,very_loud,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Montral,QC,3.5,False,full_bar,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Montral,QC,4.5,True,full_bar,quiet,casual,1,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,1
Phoenix,AZ,3.5,True,full_bar,loud,BLANK,1,BLANK,BLANK,outdoor,FALSE,BLANK,BLANK,1
Phoenix,AZ,4.5,True,beer_and_wine,quiet,BLANK,1,BLANK,BLANK,outdoor,TRUE,BLANK,BLANK,1
Glendale,AZ,4.0,False,none,quiet,casual,1,FALSE,BLANK,BLANK,TRUE,TRUE,BLANK,1
Montreal,QC,4.0,True,beer_and_wine,average,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Phoenix,AZ,4.0,True,none,BLANK,casual,2,TRUE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Matthews,NC,3.5,True,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,0
Las Vegas,NV,2.0,True,none,BLANK,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Madison,WI,4.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Fort Mill,SC,4.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Avondale,AZ,5.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Chandler,AZ,3.0,False,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Champaign,IL,4.0,True,none,average,casual,1,TRUE,TRUE,BLANK,FALSE,FALSE,TRUE,1
Queen Creek,AZ,2.5,True,none,average,casual,1,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Madison,WI,3.0,True,full_bar,quiet,casual,2,TRUE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Montral,QC,4.0,True,beer_and_wine,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Las Vegas,NV,2.5,True,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Fountain Hills,AZ,3.5,True,none,average,casual,1,TRUE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Mesa,AZ,4.0,True,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Verdun,QC,4.5,True,full_bar,quiet,casual,2,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Henderson,NV,3.0,False,beer_and_wine,quiet,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Montral,QC,3.5,True,none,average,casual,2,BLANK,TRUE,BLANK,TRUE,BLANK,BLANK,1
Tega Cay,SC,4.5,True,none,quiet,casual,1,FALSE,BLANK,BLANK,FALSE,TRUE,BLANK,1
Montreal,QC,4.0,True,full_bar,quiet,BLANK,2,BLANK,TRUE,no,FALSE,BLANK,BLANK,0
Peoria,AZ,4.0,True,none,average,casual,1,TRUE,FALSE,BLANK,TRUE,BLANK,BLANK,0
Windsor,WI,3.5,True,none,quiet,casual,1,FALSE,BLANK,BLANK,TRUE,FALSE,BLANK,1
Edinburgh,EDH,4.0,True,none,BLANK,casual,BLANK,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Edinburgh,EDH,4.0,True,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,2.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Pittsburgh,PA,4.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Chandler,AZ,4.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,3.5,True,none,BLANK,BLANK,1,BLANK,FALSE,BLANK,BLANK,BLANK,BLANK,0
North Las Vegas,NV,4.5,False,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Aspinwall,PA,4.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,2.5,True,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1
Goodyear,AZ,2.0,True,none,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Glendale,AZ,4.5,True,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,2.0,True,full_bar,quiet,casual,2,FALSE,TRUE,yes,TRUE,TRUE,BLANK,1
Cave Creek,AZ,2.0,True,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Montral,QC,3.5,True,full_bar,average,casual,2,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Charlotte,NC,4.5,False,none,average,casual,1,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Scottsdale,AZ,2.0,True,none,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Mesa,AZ,4.0,True,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Phoenix,AZ,1.5,True,none,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Peoria,AZ,2.5,True,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Pierrefonds,QC,4.5,True,full_bar,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Madison,WI,3.0,True,full_bar,average,casual,2,TRUE,FALSE,BLANK,TRUE,BLANK,BLANK,0
Charlotte,NC,2.0,True,none,average,BLANK,2,BLANK,TRUE,no,FALSE,BLANK,BLANK,1
Gilbert,AZ,4.5,False,beer_and_wine,BLANK,casual,1,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,0
Phoenix,AZ,3.5,True,full_bar,loud,BLANK,1,BLANK,BLANK,outdoor,TRUE,BLANK,BLANK,0
Kitchener,ON,3.0,True,full_bar,average,BLANK,2,BLANK,FALSE,outdoor,TRUE,BLANK,BLANK,1
Las Vegas,NV,5.0,True,none,BLANK,casual,1,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Charlotte,NC,2.5,True,none,BLANK,BLANK,2,TRUE,BLANK,BLANK,BLANK,FALSE,BLANK,0
Las Vegas,NV,3.0,False,full_bar,loud,BLANK,3,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,0
Phoenix,AZ,3.0,True,none,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,0
Madison,WI,4.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Chandler,AZ,4.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
North Las Vegas,NV,2.5,True,none,BLANK,BLANK,1,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,1
Mesa,AZ,3.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,4.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,3.0,True,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3.0,True,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Henderson,NV,4.0,False,none,BLANK,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,0
Montreal,QC,4.5,True,none,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,3.5,True,none,average,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Las Vegas,NV,1.5,True,none,average,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Scottsdale,AZ,4.5,True,none,BLANK,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Pittsburgh,PA,4.0,True,none,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Queen Creek,AZ,3.5,False,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Montral,QC,4.5,True,full_bar,average,casual,2,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Montral,QC,4.0,True,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Glendale,AZ,4.5,True,none,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Charlotte,NC,4.0,True,none,quiet,casual,1,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,1
Edinburgh,EDH,4.0,True,none,loud,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Montral,QC,3.5,True,none,loud,casual,3,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Montral,QC,3.5,False,full_bar,BLANK,dressy,3,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Edinburgh,EDH,4.5,True,full_bar,average,BLANK,2,BLANK,TRUE,no,FALSE,BLANK,BLANK,0
Phoenix,AZ,3.5,False,none,quiet,casual,1,TRUE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Phoenix,AZ,3.0,True,none,BLANK,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,3.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Tempe,AZ,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,4.0,True,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,FALSE,BLANK,1
Phoenix,AZ,4.0,False,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Scottsdale,AZ,2.5,True,none,quiet,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Montral,QC,4.0,True,none,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,0
Mesa,AZ,3.5,True,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Phoenix,AZ,4.0,False,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Montreal,QC,3.5,True,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,3.5,False,none,quiet,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Pittsburgh,PA,4.0,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,3.5,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Champaign,IL,3.5,True,none,quiet,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Montral,QC,3.5,True,full_bar,loud,BLANK,2,BLANK,TRUE,no,TRUE,BLANK,BLANK,1
Kitchener,ON,4.0,True,full_bar,average,BLANK,2,BLANK,BLANK,no,FALSE,BLANK,BLANK,1
Montral,QC,4.0,True,none,loud,BLANK,1,BLANK,TRUE,no,FALSE,BLANK,BLANK,1
Las Vegas,NV,4.0,True,full_bar,average,BLANK,2,BLANK,BLANK,yes,FALSE,BLANK,BLANK,1
Phoenix,AZ,3.0,True,none,quiet,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,0
Montreal,QC,4.0,True,none,BLANK,BLANK,2,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,0
Phoenix,AZ,4.0,False,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,3.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Chandler,AZ,3.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Tempe,AZ,3.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Mesa,AZ,3.0,False,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,0
Scottsdale,AZ,3.5,True,full_bar,quiet,casual,2,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,0
Montreal,QC,4.5,True,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,0
Charlotte,NC,4.0,True,none,quiet,casual,1,TRUE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Matthews,NC,4.0,True,none,average,casual,1,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Chandler,AZ,4.0,True,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Montral,QC,4.5,False,full_bar,average,casual,2,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Madison,WI,3.5,True,none,average,casual,2,TRUE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,4.5,True,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Las Vegas,NV,3.5,True,full_bar,quiet,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Matthews,NC,3.0,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Edinburgh,EDH,4.0,True,beer_and_wine,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Monona,WI,4.5,True,beer_and_wine,average,casual,2,TRUE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,3.0,False,full_bar,average,casual,2,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,0
Las Vegas,NV,4.5,True,full_bar,quiet,BLANK,1,BLANK,BLANK,yes,FALSE,BLANK,BLANK,1
Chandler,AZ,4.5,True,none,quiet,BLANK,2,BLANK,BLANK,yes,FALSE,BLANK,BLANK,1
Las Vegas,NV,4.5,False,full_bar,BLANK,BLANK,1,BLANK,TRUE,yes,FALSE,BLANK,BLANK,1
Montreal,QC,3.5,True,none,average,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Edinburgh,EDH,4.5,True,none,BLANK,BLANK,2,BLANK,FALSE,BLANK,TRUE,BLANK,BLANK,0
Pittsburgh,PA,3.5,False,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Las Vegas,NV,4.5,True,none,BLANK,BLANK,1,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Matthews,NC,3.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3.5,False,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,3.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Tempe,AZ,4.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,2.0,True,none,BLANK,BLANK,1,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Madison,WI,4.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Gilbert,AZ,3.0,True,none,BLANK,BLANK,BLANK,FALSE,TRUE,BLANK,BLANK,BLANK,BLANK,1
Montral,QC,4.5,True,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,FALSE,BLANK,0
Las Vegas,NV,5.0,True,none,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Montreal,QC,3.5,True,full_bar,very_loud,casual,3,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Pittsburgh,PA,1.5,True,none,average,casual,2,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,1
Pittsburgh,PA,3.0,True,none,loud,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Waterloo,ON,4.5,True,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Mesa,AZ,4.0,False,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,0
Edinburgh,EDH,5.0,True,none,quiet,casual,1,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,0
Glendale,AZ,4.0,True,none,BLANK,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Phoenix,AZ,2.0,True,full_bar,average,casual,2,FALSE,BLANK,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,4.5,True,full_bar,loud,BLANK,2,BLANK,FALSE,yes,TRUE,BLANK,BLANK,1
Pittsburgh,PA,3.0,True,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Madison,WI,3.0,True,full_bar,loud,BLANK,1,BLANK,BLANK,outdoor,FALSE,BLANK,BLANK,0
Las Vegas,NV,4.5,True,full_bar,average,BLANK,1,BLANK,TRUE,outdoor,TRUE,BLANK,BLANK,1
Phoenix,AZ,4.0,True,none,BLANK,BLANK,1,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Tempe,AZ,2.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montreal,QC,4.0,True,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,3.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,2.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Wickenburg,AZ,3.5,True,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,TRUE,BLANK,1
Las Vegas,NV,4.5,True,none,average,casual,2,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,0
Pittsburgh,PA,2.0,True,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
N Las Vegas,NV,3.5,True,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Wickenburg,AZ,3.0,True,none,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Indian Trail,NC,3.5,True,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Montral,QC,3.5,True,full_bar,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Urbana,IL,2.0,True,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Avondale,AZ,4.0,True,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Chandler,AZ,3.0,True,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Glendale,AZ,2.0,True,none,BLANK,casual,1,FALSE,BLANK,BLANK,FALSE,FALSE,BLANK,1
Edinburgh,EDH,4.0,True,full_bar,average,casual,2,BLANK,FALSE,outdoor,TRUE,BLANK,BLANK,0
Las Vegas,NV,2.5,False,full_bar,quiet,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
North Las Vegas,NV,2.5,True,none,BLANK,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Scottsdale,AZ,3.0,True,none,BLANK,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,4.0,True,beer_and_wine,BLANK,casual,2,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Phoenix,AZ,2.0,False,none,average,BLANK,2,BLANK,FALSE,BLANK,TRUE,BLANK,BLANK,1
Phoenix,AZ,2.5,True,none,BLANK,formal,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,4.0,True,full_bar,BLANK,BLANK,4,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,1
Phoenix,AZ,3.5,False,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,4.0,True,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Gilbert,AZ,3.5,True,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,3.0,True,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,BLANK,BLANK,1
Champaign,IL,4.0,True,none,average,casual,1,TRUE,FALSE,BLANK,FALSE,BLANK,TRUE,1
Madison,WI,3.5,True,none,average,casual,2,TRUE,TRUE,BLANK,TRUE,TRUE,TRUE,1
Phoenix,AZ,2.5,True,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Casa Grande,AZ,4.0,True,full_bar,quiet,casual,2,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Madison,WI,3.5,False,none,average,casual,1,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Madison,WI,5.0,True,none,average,casual,1,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Mesa,AZ,3.5,True,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Edinburgh,EDH,3.5,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,TRUE,1
