city,state,stars,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids,goodForGroups
Edinburgh,EDH,4,TRUE,full_bar,loud,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,3.5,TRUE,beer_and_wine,average,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Scottsdale,AZ,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Phoenix,AZ,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Mesa,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Carefree,AZ,3.5,FALSE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Madison,WI,3.5,TRUE,full_bar,average,dressy,3,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Phoenix,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Surprise,AZ,4,TRUE,beer_and_wine,loud,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Madison,WI,4,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Mesa,AZ,4,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Casa Grande,AZ,4.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,3,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Pittsburgh,PA,4,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Phoenix,AZ,4,TRUE,full_bar,average,dressy,3,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,0
Charlotte,NC,4,TRUE,none,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Charlotte,NC,3.5,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Peoria,AZ,4,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Las Vegas,NV,3,TRUE,beer_and_wine,average,casual,1,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Surprise,AZ,3.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Phoenix,AZ,4,TRUE,full_bar,quiet,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Henderson,NV,2.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Phoenix,AZ,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Las Vegas,NV,3.5,TRUE,none,average,casual,2,TRUE,BLANK,BLANK,FALSE,TRUE,BLANK,1
Scottsdale,AZ,3,FALSE,full_bar,very_loud,BLANK,2,BLANK,BLANK,outdoor,FALSE,BLANK,BLANK,0
Tempe,AZ,3.5,TRUE,none,average,BLANK,2,BLANK,BLANK,yes,TRUE,BLANK,BLANK,0
Gilbert,AZ,3.5,TRUE,full_bar,very_loud,BLANK,1,BLANK,BLANK,outdoor,TRUE,BLANK,BLANK,1
Las Vegas,NV,2.5,TRUE,none,BLANK,BLANK,1,FALSE,BLANK,BLANK,FALSE,FALSE,BLANK,0
Pittsburgh,PA,3.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Phoenix,AZ,3,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Concord,NC,3,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Phoenix,AZ,2.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,2.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,4.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,3,TRUE,none,BLANK,BLANK,2,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,FALSE,TRUE,FALSE,0
Montreal,QC,3.5,TRUE,full_bar,loud,casual,2,FALSE,TRUE,no,TRUE,FALSE,BLANK,1
Anthem,AZ,4,TRUE,beer_and_wine,quiet,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,TRUE,1
Las Vegas,NV,3,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,3,TRUE,full_bar,average,casual,3,FALSE,TRUE,BLANK,FALSE,FALSE,FALSE,1
Tempe,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,TRUE,1
Avondale,AZ,3,TRUE,full_bar,average,casual,2,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Pittsburgh,PA,4,TRUE,none,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,0
Tempe,AZ,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Henderson,NV,3.5,TRUE,beer_and_wine,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Gilbert,AZ,4.5,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,3.5,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Matthews,NC,3.5,TRUE,full_bar,loud,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,4.5,FALSE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Las Vegas,NV,3,FALSE,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,3.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Pittsburgh,PA,4.5,TRUE,none,loud,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Mesa,AZ,4.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Las Vegas,NV,3.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Scottsdale,AZ,4.5,TRUE,full_bar,average,dressy,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Charlotte,NC,3,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,3,TRUE,none,BLANK,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Chandler,AZ,3,TRUE,beer_and_wine,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Charlotte,NC,3.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Montral,QC,4.5,TRUE,full_bar,average,casual,2,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Scottsdale,AZ,3.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Phoenix,AZ,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,0
Phoenix,AZ,3.5,TRUE,none,average,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Phoenix,AZ,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Fort Mill,SC,4,TRUE,none,BLANK,BLANK,2,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Mesa,AZ,3.5,TRUE,none,BLANK,BLANK,2,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Chandler,AZ,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Chandler,AZ,4,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,3.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,4,TRUE,none,BLANK,BLANK,1,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,BLANK,1
Las Vegas,NV,3.5,FALSE,full_bar,loud,casual,2,FALSE,TRUE,outdoor,TRUE,TRUE,BLANK,0
Las Vegas,NV,3,TRUE,full_bar,quiet,casual,3,FALSE,FALSE,no,FALSE,FALSE,BLANK,1
Charlotte,NC,3,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,3.5,TRUE,beer_and_wine,quiet,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,FALSE,1
Las Vegas,NV,3,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Phoenix,AZ,4,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,0
Charlotte,NC,4,TRUE,none,very_loud,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Las Vegas,NV,3,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Pittsburgh,PA,3.5,TRUE,full_bar,average,dressy,3,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Henderson,NV,3.5,FALSE,beer_and_wine,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,4,TRUE,none,quiet,dressy,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Tempe,AZ,3.5,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Charlotte,NC,4.5,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Phoenix,AZ,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Concord,NC,3.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Charlotte,NC,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Fountain Hills,AZ,4.5,TRUE,none,loud,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Las Vegas,NV,4,FALSE,full_bar,average,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Scottsdale,AZ,4.5,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,0
Las Vegas,NV,4.5,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Surprise,AZ,3,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Henderson,NV,4.5,FALSE,full_bar,average,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Charlotte,NC,2.5,TRUE,full_bar,very_loud,casual,2,FALSE,BLANK,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,4.5,TRUE,full_bar,quiet,BLANK,2,BLANK,BLANK,yes,FALSE,BLANK,BLANK,1
Homestead,PA,3.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Phoenix,AZ,3,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Scottsdale,AZ,4.5,FALSE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,4,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Scottsdale,AZ,4.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,3,TRUE,none,BLANK,BLANK,2,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,0
Surprise,AZ,2.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,BLANK,0
Charlotte,NC,3.5,TRUE,beer_and_wine,quiet,casual,2,FALSE,FALSE,BLANK,TRUE,TRUE,TRUE,0
Tempe,AZ,3.5,TRUE,none,average,casual,2,FALSE,FALSE,BLANK,TRUE,TRUE,TRUE,1
Las Vegas,NV,4,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,TRUE,1
Pittsburgh,PA,4,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,TRUE,1
Las Vegas,NV,3,TRUE,none,very_loud,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Charlotte,NC,4,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Gilbert,AZ,3.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,3.5,FALSE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Mesa,AZ,4,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Tempe,AZ,4,FALSE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,TRUE,0
Las Vegas,NV,3.5,FALSE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Verona,WI,3.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Phoenix,AZ,3.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,4,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Mesa,AZ,3.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Laveen,AZ,2.5,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Charlotte,NC,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Mesa,AZ,3.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,3,TRUE,none,BLANK,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Charlotte,NC,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Scottsdale,AZ,2.5,FALSE,full_bar,very_loud,casual,2,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Charlotte,NC,4,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,0
Matthews,NC,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Las Vegas,NV,3,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,3.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Mesa,AZ,4,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,2,TRUE,none,BLANK,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Mesa,AZ,4.5,TRUE,beer_and_wine,average,BLANK,2,BLANK,BLANK,no,FALSE,BLANK,BLANK,1
Fort Mill,SC,4.5,TRUE,beer_and_wine,average,BLANK,2,BLANK,BLANK,outdoor,TRUE,BLANK,BLANK,1
Scottsdale,AZ,3.5,TRUE,full_bar,average,BLANK,1,BLANK,BLANK,outdoor,TRUE,BLANK,BLANK,1
Las Vegas,NV,1.5,TRUE,none,BLANK,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Tempe,AZ,3,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Las Vegas,NV,4.5,TRUE,none,BLANK,BLANK,1,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,0
Tempe,AZ,3.5,TRUE,none,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,TRUE,1
Scottsdale,AZ,4,FALSE,beer_and_wine,average,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,TRUE,1
Pittsburgh,PA,4,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,4,TRUE,none,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Charlotte,NC,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Las Vegas,NV,3.5,TRUE,none,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Chandler,AZ,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Gilbert,AZ,4,TRUE,full_bar,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,0
Montreal,QC,3.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Charlotte,NC,3.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Phoenix,AZ,3.5,TRUE,none,quiet,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,0
Mesa,AZ,3.5,TRUE,none,average,casual,1,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Glendale,AZ,4.5,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,3.5,TRUE,none,quiet,casual,2,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Mesa,AZ,4,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Scottsdale,AZ,4.5,TRUE,none,quiet,casual,2,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,2,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Henderson,NV,3.5,TRUE,none,average,casual,1,TRUE,BLANK,BLANK,FALSE,TRUE,BLANK,1
Las Vegas,NV,3.5,FALSE,full_bar,average,BLANK,1,BLANK,TRUE,yes,FALSE,BLANK,BLANK,1
Phoenix,AZ,3,FALSE,full_bar,very_loud,casual,2,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,0
Madison,WI,3,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Las Vegas,NV,4,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Charlotte,NC,4.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,TRUE,BLANK,0
Las Vegas,NV,4.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,4.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Henderson,NV,4,TRUE,none,BLANK,BLANK,2,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,FALSE,BLANK,1
Edinburgh,EDH,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,FALSE,FALSE,BLANK,1
Charlotte,NC,3,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Madison,WI,3.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Mesa,AZ,4,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,TRUE,0
Las Vegas,NV,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Pineville,NC,3.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Phoenix,AZ,4,TRUE,none,average,casual,1,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Scottsdale,AZ,3.5,TRUE,none,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Fitchburg,WI,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Phoenix,AZ,3.5,TRUE,none,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Surprise,AZ,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Phoenix,AZ,2.5,FALSE,full_bar,average,casual,2,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Mesa,AZ,4,TRUE,none,quiet,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Phoenix,AZ,3.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Pittsburgh,PA,2.5,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,0
Chandler,AZ,3,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Chandler,AZ,4,TRUE,none,loud,casual,1,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Pittsburgh,PA,3.5,FALSE,full_bar,average,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,3.5,FALSE,full_bar,average,BLANK,2,BLANK,BLANK,outdoor,TRUE,BLANK,BLANK,1
Sun City,AZ,4.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Las Vegas,NV,3.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Las Vegas,NV,2.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Las Vegas,NV,4,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,2.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3,TRUE,none,BLANK,BLANK,1,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3.5,TRUE,full_bar,average,casual,2,FALSE,BLANK,yes,FALSE,FALSE,BLANK,0
Madison,WI,3.5,TRUE,full_bar,loud,casual,2,BLANK,TRUE,no,TRUE,TRUE,BLANK,1
Tempe,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,TRUE,0
Chandler,AZ,3.5,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Scottsdale,AZ,3.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,TRUE,1
Phoenix,AZ,3.5,TRUE,beer_and_wine,average,casual,1,TRUE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Surprise,AZ,2,TRUE,full_bar,very_loud,casual,2,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Phoenix,AZ,3,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Tempe,AZ,3.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Peoria,AZ,2,TRUE,full_bar,loud,casual,2,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Scottsdale,AZ,3.5,TRUE,none,quiet,casual,1,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Gilbert,AZ,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Champaign,IL,4,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Montral,QC,3,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Cave Creek,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Charlotte,NC,4,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Las Vegas,NV,2.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Las Vegas,NV,4.5,TRUE,none,quiet,casual,1,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Phoenix,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Mesa,AZ,4,TRUE,none,average,casual,1,TRUE,BLANK,BLANK,FALSE,BLANK,BLANK,0
Phoenix,AZ,4,TRUE,full_bar,average,BLANK,1,BLANK,BLANK,outdoor,TRUE,BLANK,BLANK,1
Charlotte,NC,3.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,outdoor,TRUE,BLANK,BLANK,0
Middleton,WI,3.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Las Vegas,NV,3,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Surprise,AZ,4.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Charlotte,NC,3,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Mesa,AZ,5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Anthem,AZ,4,TRUE,full_bar,BLANK,dressy,BLANK,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,1
North Las Vegas,NV,3.5,TRUE,none,BLANK,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,3,TRUE,full_bar,loud,casual,2,FALSE,FALSE,outdoor,TRUE,TRUE,BLANK,1
Phoenix,AZ,4,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,FALSE,1
Phoenix,AZ,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,TRUE,1
